id,name,country,event_date,winner,format,slug,player_count,is_approximate_player_count
1286,Sofia WCQ Regional,Bulgaria,2024-01-20,Simeon Stanev,TCG,sofia-wcq-regional-1286,100,True
1287,Winterthur WCQ Regional,Switzerland,2024-01-20,Koah Tran,TCG,winterthur-wcq-regional-1287,114,False
1289,Kaiserslautern WCQ Regional,Germany,2024-01-21,Lynn Braun,TCG,kaiserslautern-wcq-regional-1289,256,False
1290,Athens WCQ Regional,Greece,2024-01-21,Giannis Tato,TCG,athens-wcq-regional-1290,80,True
1291,Cesena WCQ Regional,Italy,2024-01-21,Francesco Simoncelli,TCG,cesena-wcq-regional-1291,120,True
1292,Chelmsford WCQ Regional,United Kingdom,2024-01-21,Vasco Dias,TCG,chelmsford-wcq-regional-1292,100,True
1293,Winnipeg WCQ Regional,Canada,2024-01-21,David,TCG,winnipeg-wcq-regional-1293,100,True
1294,Liege WCQ Regional,Belgium,2025-11-15,Tim Gräfe,TCG,liege-wcq-regional-1294,127,False
1295,Austrian Open 2024,Austria,2024-01-20,Paul Huebmer,TCG,austrian-open-2024-1295,152,False
1296,Tel Aviv WCQ Regional,Israel,2023-01-18,,TCG,tel-aviv-wcq-regional-1296,100,False
1298,Zouloux Master Duel Challenger Cup,France,2024-01-28,,Master Duel,zouloux-master-duel-challenger-cup-1298,256,False
1299,Diegub Master Duel Challenger Cup,Ireland,2024-02-02,,Master Duel,diegub-master-duel-challenger-cup-1299,128,False
1300,Farfa Master Duel Challenger Cup,United Kingdom,2024-02-03,,Master Duel,farfa-master-duel-challenger-cup-1300,128,False
1301,Vinz 3v3 Master Duel Challenger Cup,France,2024-02-04,TEAM ABO,Master Duel,vinz-3v3-master-duel-challenger-cup-1301,96,False
1302,Birmingham WCQ Regional,United Kingdom,2016-05-14,Tom Deroy Jones,TCG,birmingham-wcq-regional-1302,150,True
1303,Birmingham WCQ Regional,United Kingdom,2015-12-19,,TCG,birmingham-wcq-regional-1303,100,True
1304,San Antonio WCQ Regional,United States,2018-08-26,,TCG,san-antonio-wcq-regional-1304,150,True
1305,Dublin WCQ Regional,Ireland,2018-02-18,,TCG,dublin-wcq-regional-1305,50,True
1306,28th Lotus CS,Japan,2024-01-08,@buramaji19,OCG,28th-lotus-cs-1306,36,False
1307,Latin America Remote Duel YCS,Brazil,2024-01-27,Rafael Mariano Reich,TCG,latin-america-remote-duel-ycs-1307,520,True
1308,Prague WCQ Regional,Czech Republic,2024-01-28,,TCG,prague-wcq-regional-1308,100,True
1309,Philadelphia WCQ Regional,United States,2024-01-27,Shunping Xu,TCG,philadelphia-wcq-regional-1309,650,True
1310,Rosenheim WCQ Regional,Germany,2024-01-27,David Pabst,TCG,rosenheim-wcq-regional-1310,64,False
1311,Darnetal WCQ Regional,France,2024-01-27,Guilhem Chicot,TCG,darnetal-wcq-regional-1311,227,False
1312,Dublin WCQ Regional,Ireland,2024-01-27,Adam Costellos,TCG,dublin-wcq-regional-1312,98,False
1313,Ljubljana WCQ Regional,Slovenia,2024-01-27,Kac Mitjac,TCG,ljubljana-wcq-regional-1313,80,True
1314,Newton Abbot WCQ Regional,United Kingdom,2024-01-27,Ben Challoner,TCG,newton-abbot-wcq-regional-1314,116,False
1316,Dutch Open 2024,Netherlands,2024-01-28,Vincent Hammouche,TCG,dutch-open-2024-1316,256,False
1317,Bern WCQ Regional,Switzerland,2024-01-27,Timoti Baggio,TCG,bern-wcq-regional-1317,182,False
1318,Qidian Card,China,2024-01-28,K桑,OCG,qidian-card-1318,45,False
1319,1st Matsuyama Botchan Cup,Japan,2024-01-27,苔コッコ,OCG,1st-matsuyama-botchan-cup-1319,37,False
1320,Nimes WCQ Regional,France,2024-01-28,Samir Bachar,TCG,nimes-wcq-regional-1320,117,False
1321,7th Taiyo CS Trio,Japan,2024-01-28,A,OCG,7th-taiyo-cs-trio-1321,102,False
1322,Hot Pot Sheep Card,China,2024-01-28,玊玊蛇皮,OCG,hot-pot-sheep-card-1322,46,False
1323,31st Matsumoto CS,Japan,2024-01-27,トリシュナ,OCG,31st-matsumoto-cs-1323,34,False
1324,Hamm Animation Club Competition,China,2024-01-28,,OCG,hamm-animation-club-competition-1324,75,False
1325,Superbrand Top deck,China,2024-01-27,猫猫又咪咪,OCG,superbrand-top-deck-1325,66,False
1326,Table Game Ranking,China,2024-01-28,,OCG,table-game-ranking-1326,32,False
1327,Dragon Road Card OCG Points Competition,China,2024-01-27,hestia,OCG,dragon-road-card-ocg-points-competition-1327,48,False
1328,Big Universe TCG,China,2024-01-27,请假王,OCG,big-universe-tcg-1328,35,False
1329,Fubuki Hut,China,2024-01-28,,OCG,fubuki-hut-1329,28,False
1330,Duelist Continent OCG,China,2024-01-28,,OCG,duelist-continent-ocg-1330,64,False
1331,10th WonderLiz ChampionShip,Japan,2024-01-28,つくよ,OCG,10th-wonderliz-championship-1331,33,False
1332,Haikou Champion Card,China,2024-01-27,耶稣基督,OCG,haikou-champion-card-1332,84,False
1333,257th Taiyo CS,Japan,2024-01-27,A,OCG,257th-taiyo-cs-1333,36,False
1334,DDD Different Dimension Card Points Competition,China,2024-01-27,Unknown,OCG,ddd-different-dimension-card-points-competition-1334,34,False
1335,Little Moonlight New Year Tournament Report,China,2024-01-27,Unknown,OCG,little-moonlight-new-year-tournament-report-1335,32,False
1336,Nanyang Annual Competition Pika Sheep Card Club,China,2024-01-27,别怕md,OCG,nanyang-annual-competition-pika-sheep-card-club-1336,36,False
1337,Bad Cat's Card,China,2024-01-27,卢克次郎,OCG,bad-cat-s-card-1337,46,False
1338,Undisputed Ultimate Duelist Series,United States,2024-02-17,Jesse Kotton,TCG,undisputed-ultimate-duelist-series-1338,16,False
1339,Krapina WCQ Regional,Croatia,2024-02-10,Alen Kazalac,TCG,krapina-wcq-regional-1339,100,True
1340,Paris WCQ Regional,France,2024-02-10,Hakan Yozgat,TCG,paris-wcq-regional-1340,150,True
1341,Vilsheim WCQ Regional,Germany,2024-02-10,,TCG,vilsheim-wcq-regional-1341,200,True
1342,Halle WCQ Regional,Germany,2024-02-10,Alex Pavlenko,TCG,halle-wcq-regional-1342,105,False
1344,Badalona WCQ Regional,Spain,2024-02-10,Miguel Bendezu,TCG,badalona-wcq-regional-1344,120,False
1345,Paisley WCQ Regional,United Kingdom,2024-02-10,Pavan Nahar,TCG,paisley-wcq-regional-1345,80,False
1346,Newcastle-under-Lyme WCQ Regional,United Kingdom,2024-02-10,Josh Jackson,TCG,newcastle-under-lyme-wcq-regional-1346,80,False
1347,Asuncion WCQ Regional,Paraguay,2024-02-10,Guillermo Pereira,TCG,asuncion-wcq-regional-1347,60,False
1348,Quito WCQ Regional,Ecuador,2024-02-10,Jonathan Leonel Salazar Torrez,TCG,quito-wcq-regional-1348,132,False
1349,Santo Domingo WCQ Regional,Dominican Republic,2024-02-11,Gabriel Magdalena,TCG,santo-domingo-wcq-regional-1349,60,False
1350,Lima WCQ Regional,Peru,2024-02-11,Ciro Lazo,TCG,lima-wcq-regional-1350,320,False
1351,Bainbridge WCQ Regional,United States,2024-02-10,Levi Dudley,TCG,bainbridge-wcq-regional-1351,300,True
1352,Prince George WCQ Regional,Canada,2024-02-10,,TCG,prince-george-wcq-regional-1352,60,True
1353,Saskatoon WCQ Regional,Canada,2024-02-11,Ethan Senecal,TCG,saskatoon-wcq-regional-1353,120,True
1354,Des Moines WCQ Regional,United States,2024-02-10,Bruce Edward Michael Menard,TCG,des-moines-wcq-regional-1354,300,True
1355,Rosemont WCQ Regional,United States,2024-02-10,Michael Cody Makela,TCG,rosemont-wcq-regional-1355,570,False
1356,Sandy WCQ Regional,United States,2024-02-10,Kody Manabe,TCG,sandy-wcq-regional-1356,174,True
1357,The Side Deck Remote WCQ Regional,United States,2024-02-10,Dylan Joshua Cram Walker,TCG,the-side-deck-remote-wcq-regional-1357,160,True
1358,Morgantown WCQ Regional,United States,2024-02-11,Daniel Peter Shogan,TCG,morgantown-wcq-regional-1358,300,True
1359,HSCS 2 vs 2,South Korea,2024-02-04,넥플 1등의 위엄,OCG,hscs-2-vs-2-1359,36,False
1360,Green Field Card Points Competition,China,2024-02-03,,OCG,green-field-card-points-competition-1360,36,False
1361,Hot Pot Sheep Card,China,2024-02-04,yukirin,OCG,hot-pot-sheep-card-1361,47,False
1362,Dragon Road OCG Tournament,China,2024-02-04,北海,OCG,dragon-road-ocg-tournament-1362,36,False
1363,HSCS 3 vs 3,South Korea,2024-02-04,A,OCG,hscs-3-vs-3-1363,66,False
1364,1923CS,South Korea,2024-02-04,한 성 규,OCG,1923cs-1364,40,False
1365,258th Taiyo CS,Japan,2024-02-03,ピカイチ,OCG,258th-taiyo-cs-1365,36,False
1366,165th Next Play Cup,Japan,2024-01-31,ライト,OCG,165th-next-play-cup-1366,36,False
1367,HSCS,South Korea,2024-02-03,@junstoneDL,OCG,hscs-1367,44,False
1370,Santa Clara WCQ Regional,United States,2024-03-16,Vittorio Enrique Genovese,TCG,santa-clara-wcq-regional-1370,562,False
1371,Taranto WCQ Regional,Italy,2024-02-11,Antonio Espinar,TCG,taranto-wcq-regional-1371,61,False
1372,Martignacco WCQ Regional,Italy,2024-02-11,Davide Manai,TCG,martignacco-wcq-regional-1372,80,False
1373,Zoetermeer WCQ Regional,Netherlands,2024-02-11,Jaouad Rahmani,TCG,zoetermeer-wcq-regional-1373,120,True
1374,18th Komachi CS,Japan,2024-02-10,A.O.,OCG,18th-komachi-cs-1374,42,False
1375,RAM Festival Tournament,Japan,2024-02-11,@takatoratheend,OCG,ram-festival-tournament-1375,127,False
1376,166th Next Play Cup,Japan,2024-02-07,ゆい,OCG,166th-next-play-cup-1376,35,False
1377,38th Hagetaka CS,Japan,2024-02-10,トランスヒューマンバグ大学,OCG,38th-hagetaka-cs-1377,57,False
1378,1923CS,South Korea,2024-02-09,오 라 티 오 님,OCG,1923cs-1378,48,False
1379,1923CS,South Korea,2024-02-10,민 건 희,OCG,1923cs-1379,70,False
1380,Citron CS,Japan,2024-02-11,1,OCG,citron-cs-1380,75,False
1381,Super Memory Card Dabaishu,China,2024-02-11,Unknown,OCG,super-memory-card-dabaishu-1381,35,False
1382,Dragon of Galaxy Tournament,China,2024-02-06,otoyuki,OCG,dragon-of-galaxy-tournament-1382,40,False
1383,Superbrand Top Deck,China,2024-02-07,Unknown,OCG,superbrand-top-deck-1383,44,False
1384,HSCS,South Korea,2024-02-09,김정현,OCG,hscs-1384,52,False
1385,34th Kinta CS,Japan,2024-02-11,やーやーやー,OCG,34th-kinta-cs-1385,57,False
1386,Dragon Road OCG,China,2024-02-10,,OCG,dragon-road-ocg-1386,38,False
1387,Team YCS San Jose,Costa Rica,2024-02-17,Kids Next Door,TCG,team-ycs-san-jose-1387,408,False
1388,Lake Worth WCQ Regional,United States,2024-02-17,Zachary Finn,TCG,lake-worth-wcq-regional-1388,180,True
1389,Boise WCQ Regional,United States,2024-02-17,Isaias Estrada,TCG,boise-wcq-regional-1389,72,False
1390,Springfield WCQ Regional,United States,2024-02-17,Tyler White,TCG,springfield-wcq-regional-1390,234,False
1391,Fargo WCQ Regional,United States,2024-02-17,Joseph Daniel Miskowiec,TCG,fargo-wcq-regional-1391,120,True
1392,Lubbock WCQ Regional,United States,2024-02-17,Denny Vu,TCG,lubbock-wcq-regional-1392,195,False
1393,Columbus WCQ Regional,United States,2024-02-18,Sean Pittman,TCG,columbus-wcq-regional-1393,600,True
1394,The Side Deck Remote Duel WCQ Regional,United States,2024-02-18,Derek Nguyen,TCG,the-side-deck-remote-duel-wcq-regional-1394,120,True
1395,Plovdiv WCQ Regional,Bulgaria,2024-02-17,Veselin Dimitrov,TCG,plovdiv-wcq-regional-1395,65,True
1396,Ostrava-Moravska WCQ Regional,Czech Republic,2024-02-17,Adam Hajek,TCG,ostrava-moravska-wcq-regional-1396,80,True
1397,Pocking WCQ Regional,Germany,2024-02-17,Daniel Hartmann,TCG,pocking-wcq-regional-1397,147,False
1398,Galway WCQ Regional,Ireland,2024-02-17,Sam Keady,TCG,galway-wcq-regional-1398,60,True
1399,Hamilton WCQ Regional,New Zealand,2024-02-17,Sinisa Blazic,TCG,hamilton-wcq-regional-1399,45,False
1400,Cordoba WCQ Regional,Spain,2024-02-25,Ricardo Pedraza,TCG,cordoba-wcq-regional-1400,72,True
1401,Klein Ronnau WCQ Regional,Germany,2024-02-18,Max Timm,TCG,klein-ronnau-wcq-regional-1401,122,False
1402,Braunschweig WCQ Regional,Germany,2024-02-18,Tom-Luca Menzel,TCG,braunschweig-wcq-regional-1402,100,True
1403,Northampton WCQ Regional,United Kingdom,2024-02-18,Bhavin Patel,TCG,northampton-wcq-regional-1403,100,True
1404,Chaguanas WCQ Regional,Trinidad and Tobago,2024-02-18,Joshua Walcott,TCG,chaguanas-wcq-regional-1404,129,False
1405,Rosario WCQ Regional,Argentina,2024-02-18,Matias Lopez Raffaele,TCG,rosario-wcq-regional-1405,140,True
1406,Zouloux Master Duel Challenger Cup,France,2024-02-11,glsciagura,Master Duel,zouloux-master-duel-challenger-cup-1406,512,False
1407,Lampi Master Duel Challenger Cup,Germany,2024-02-16,fsn_axe,Master Duel,lampi-master-duel-challenger-cup-1407,128,False
1408,Zouloux Master Duel Challenger Cup,France,2024-02-18,ignaccyo,Master Duel,zouloux-master-duel-challenger-cup-1408,256,False
1409,Farfa 3v3 Master Duel Challenger Cup,United Kingdom,2024-02-17,TEAM RAYE,Master Duel,farfa-3v3-master-duel-challenger-cup-1409,96,False
1410,167th Next Play Cup,Japan,2024-02-14,しらはね,OCG,167th-next-play-cup-1410,36,False
1411,Nochiras CS,Japan,2024-02-18,オーバーハンドレッド,OCG,nochiras-cs-1411,63,False
1412,262nd Taiyo CS,Japan,2024-02-12,1,OCG,262nd-taiyo-cs-1412,36,False
1413,HSCS,South Korea,2024-02-12,B는 게임을 못함,OCG,hscs-1413,66,False
1414,Tangshan Jieyou Card,China,2024-02-12,神奇老鸡,OCG,tangshan-jieyou-card-1414,36,False
1415,Next Play Cup in Battle Space,Japan,2024-02-18,つけめん,OCG,next-play-cup-in-battle-space-1415,32,False
1416,22nd Colorful CS,Japan,2024-02-17,お前いま群馬の事馬鹿にしたな？,OCG,22nd-colorful-cs-1416,48,False
1417,Lycoris Recoil Cup,China,2024-02-15,破冰@暗影卡牌,OCG,lycoris-recoil-cup-1417,58,False
1418,1923CS,South Korea,2024-02-12,이 찬 님,OCG,1923cs-1418,49,False
1419,Phantom Card House Shop Competition,China,2024-02-15,Unknown,OCG,phantom-card-house-shop-competition-1419,33,False
1420,Stardust Card OCG New Year,China,2024-02-16,Unknown,OCG,stardust-card-ocg-new-year-1420,33,False
1421,Handan Big Monster Card,China,2024-02-13,燕归,OCG,handan-big-monster-card-1421,35,False
1422,Maoming Zu and Zhan Nian Competition,China,2024-02-15,金龙鱼@天才麻将少年,OCG,maoming-zu-and-zhan-nian-competition-1422,32,False
1423,Guangdong Yangjiang Annual Competition,China,2024-02-15,咸鱼,OCG,guangdong-yangjiang-annual-competition-1423,57,False
1424,1923 CS,South Korea,2024-02-18,A,OCG,1923-cs-1424,49,False
1425,2nd Nanahoshi cs,Japan,2024-02-17,中卒,OCG,2nd-nanahoshi-cs-1425,48,False
1426,19th Iburi CS,Japan,2024-02-18,星くず,OCG,19th-iburi-cs-1426,56,False
1427,11th Dacro CS,Japan,2024-02-18,@eizyei2000,OCG,11th-dacro-cs-1427,48,False
1428,3rd DaaaC_cup,Japan,2024-02-18,,OCG,3rd-daaac-cup-1428,35,False
1429,Auckland WCQ Regional,New Zealand,2024-02-16,Abigail English,TCG,auckland-wcq-regional-1429,50,False
1430,Team YCS Las Vegas,United States,2024-02-24,The Jawhari Brothers,TCG,team-ycs-las-vegas-1430,1674,False
1431,Melesse WCQ Regional,France,2024-02-24,Enzo Germain,TCG,melesse-wcq-regional-1431,204,False
1432,Saint-Raphael WCQ Regional,France,2024-02-25,Lucas Lancelot,TCG,saint-raphael-wcq-regional-1432,120,True
1433,Ciudad de Panama WCQ Regional,Panama,2024-02-24,Victor Vasquez,TCG,ciudad-de-panama-wcq-regional-1433,80,True
1434,Brasilia WCQ Regional,Brazil,2024-02-24,Joao Carreira,TCG,brasilia-wcq-regional-1434,72,True
1435,Mexico City WCQ Regional,Mexico,2024-02-24,Alan Arturo Canchola,TCG,mexico-city-wcq-regional-1435,795,False
1436,Maracaibo WCQ Regional,Venezuela,2024-02-24,,TCG,maracaibo-wcq-regional-1436,160,True
1437,Concepcion WCQ Regional,Chile,2024-02-24,Benjamin Fernandez Guerra,TCG,concepcion-wcq-regional-1437,120,False
1438,Tijuana WCQ Regional,Mexico,2024-02-24,Jonathan Espinoza,TCG,tijuana-wcq-regional-1438,250,True
1439,Rio de Janeiro WCQ Regional,Brazil,2024-02-25,Pedro Henrique Nogueira,TCG,rio-de-janeiro-wcq-regional-1439,120,True
1440,Arequipa WCQ Regional,Peru,2024-02-25,Santiago Anaya Bermudez,TCG,arequipa-wcq-regional-1440,250,True
1441,Bogota WCQ Regional,Colombia,2024-02-25,Cristian Danilo Penagos Rojas,TCG,bogota-wcq-regional-1441,280,True
1443,YCS Dallas,United States,2015-10-04,Erik Christensen,TCG,ycs-dallas-1443,1287,False
1444,YCS Dallas,United States,2014-10-05,Billy Brake,TCG,ycs-dallas-1444,1131,False
1445,Orebro WCQ Regional,Sweden,2017-02-26,Herman Hansson,TCG,orebro-wcq-regional-1445,70,True
1446,The China City Tour 2023 Special Event Shanghai Station,China,2024-03-03,群青@DUT,OCG,the-china-city-tour-2023-special-event-shanghai-station-1446,1200,False
1447,Secondigny WCQ Regional,France,2024-03-02,Yannis Colas,TCG,secondigny-wcq-regional-1447,190,False
1448,New South Wales WCQ Regional,Australia,2022-03-06,,TCG,new-south-wales-wcq-regional-1448,60,True
1449,Johannesburg WCQ Regional,South Africa,2022-02-20,Robert Miles,TCG,johannesburg-wcq-regional-1449,80,True
1450,Six Martial Arts Gate,China,2024-03-02,,OCG,six-martial-arts-gate-1450,57,False
1451,169th Next Play Cup,Japan,2024-02-28,ギャグナ,OCG,169th-next-play-cup-1451,35,False
1452,1st Ninety-nine Crab Cup,Japan,2024-03-03,ふぁぬ,OCG,1st-ninety-nine-crab-cup-1452,44,False
1453,Dragon Road OCG,China,2024-03-02,小风@鞍马弥音,OCG,dragon-road-ocg-1453,36,False
1454,Haikou Champion Card,China,2024-03-02,工具,OCG,haikou-champion-card-1454,32,False
1455,Bliss Pool Competition,China,2024-03-02,,OCG,bliss-pool-competition-1455,47,False
1456,BCVN HDA,Viet Nam,2024-03-03,Nguyễn Hà Anh Đức,OCG,bcvn-hda-1456,52,False
1457,1923 CS,South Korea,2024-03-03,원 동 현,OCG,1923-cs-1457,35,False
1458,达维李@mygo,China,2024-03-03,达维李@mygo,OCG,达维李-mygo-1458,58,False
1459,Stardust Card OCG,China,2024-03-03,达维李@mygo,OCG,stardust-card-ocg-1459,58,False
1460,Cesano Maderno WCQ Regional,Italy,2023-01-14,,TCG,cesano-maderno-wcq-regional-1460,40,True
1461,Pisa WCQ Regional,Italy,2022-11-27,Michele Aimi,TCG,pisa-wcq-regional-1461,100,True
1462,YCS Sydney,Australia,2024-03-09,Jason Huang,TCG,ycs-sydney-1462,917,False
1463,Montreal WCQ Regional,Canada,2024-03-09,Liborio Bobby Barone,TCG,montreal-wcq-regional-1463,137,False
1465,Fredericton WCQ Regional,Canada,2024-03-10,Royal Ghazzawi,TCG,fredericton-wcq-regional-1465,140,False
1466,Fairbanks WCQ Regional,United States,2024-03-09,Kyle,TCG,fairbanks-wcq-regional-1466,15,False
1467,Yuma WCQ Regional,United States,2024-03-09,Mitchell Martin,TCG,yuma-wcq-regional-1467,350,True
1468,Kissimmee WCQ Regional,United States,2024-03-09,Jonathan Garcia,TCG,kissimmee-wcq-regional-1468,340,False
1469,Stone Mountain WCQ Regional,United States,2024-03-09,Ashik Najib,TCG,stone-mountain-wcq-regional-1469,500,True
1470,Honolulu WCQ Regional,United States,2024-03-09,Calvin Hoang,TCG,honolulu-wcq-regional-1470,80,True
1471,South Portland WCQ Regional,United States,2024-03-09,Tej Amin,TCG,south-portland-wcq-regional-1471,230,True
1472,Saint Peters WCQ Regional,United States,2024-03-09,Austin Myrick,TCG,saint-peters-wcq-regional-1472,242,False
1473,Las Vegas WCQ Regional,United States,2024-03-09,Kody Masataka Manabe,TCG,las-vegas-wcq-regional-1473,300,True
1474,Houston WCQ Regional,United States,2024-03-09,Denis Nadas,TCG,houston-wcq-regional-1474,620,True
1475,Seattle WCQ Regional,United States,2024-03-09,Logan Johnson,TCG,seattle-wcq-regional-1475,300,True
1476,The Side Deck Remote Duel WCQ Regional,United States,2024-03-09,Mert Ozbek,TCG,the-side-deck-remote-duel-wcq-regional-1476,152,False
1477,Santiago WCQ Regional,Chile,2024-03-09,Jose Castillo Aramundi,TCG,santiago-wcq-regional-1477,300,True
1478,Guayaquil WCQ Regional,Ecuador,2024-03-09,Saimont Sela,TCG,guayaquil-wcq-regional-1478,200,True
1479,Monterrey WCQ Regional,Mexico,2024-03-09,Hector Geovanni Ramirez,TCG,monterrey-wcq-regional-1479,500,True
1480,Curitiba WCQ Regional,Brazil,2024-03-10,Theo Victor Tavares,TCG,curitiba-wcq-regional-1480,80,True
1481,San Salvador WCQ Regional,El Salvador,2024-03-10,Wilfredo Avelenda,TCG,san-salvador-wcq-regional-1481,163,True
1482,Merida WCQ Regional,Mexico,2024-03-10,Javier De Jesus Bernal,TCG,merida-wcq-regional-1482,188,False
1483,Recklinghausen WCQ Regional,Germany,2024-03-09,Tziartzianis Thomas,TCG,recklinghausen-wcq-regional-1483,100,True
1484,Christchurch WCQ Regional,New Zealand,2024-03-17,Shawn Hu,TCG,christchurch-wcq-regional-1484,50,True
1485,Kloof WCQ Regional,South Africa,2024-03-09,,TCG,kloof-wcq-regional-1485,80,True
1486,Spanish Open 2024,Spain,2024-03-09,Julio Valls,TCG,spanish-open-2024-1486,231,False
1487,Hull WCQ Regional,United Kingdom,2024-03-09,Jamie Hunter,TCG,hull-wcq-regional-1487,60,False
1488,Aalst WCQ Regional,Belgium,2024-03-10,Pierre Tomenko,TCG,aalst-wcq-regional-1488,100,True
1489,Besancon WCQ Regional,France,2024-03-10,Baptiste Derouin,TCG,besancon-wcq-regional-1489,220,False
1490,Dreieich WCQ Regional,Germany,2024-03-10,Tim Bayer,TCG,dreieich-wcq-regional-1490,328,False
1491,Dublin WCQ Regional,Ireland,2024-03-10,,TCG,dublin-wcq-regional-1491,100,True
1492,Cape Town WCQ Regional,South Africa,2024-03-10,,TCG,cape-town-wcq-regional-1492,80,True
1493,Newcastle WCQ Regional,United Kingdom,2024-03-10,Nolan File,TCG,newcastle-wcq-regional-1493,80,True
1494,Portsmouth WCQ Regional,United Kingdom,2024-03-10,Josh Kelly,TCG,portsmouth-wcq-regional-1494,50,True
1495,Ljubljana WCQ Regional,Slovenia,2024-03-09,Anže Beljan,TCG,ljubljana-wcq-regional-1495,66,False
1496,Six Martial Arts Gate,China,2024-03-09,两块黑椒鸡块,OCG,six-martial-arts-gate-1496,148,False
1497,Weekly OCG Tournament Day Dreams,Viet Nam,2024-03-10,Nguyễn Hùng Nhân,OCG,weekly-ocg-tournament-day-dreams-1497,38,False
1498,Joshua Master Duel Challenger Cup,Germany,2024-03-09,dphall,Master Duel,joshua-master-duel-challenger-cup-1498,128,False
1499,Lampi Master Duel Challenger Cup,Germany,2024-03-10,kzlemre,Master Duel,lampi-master-duel-challenger-cup-1499,128,False
1500,Farfa Master Duel Challenger Cup,United Kingdom,2024-03-11,lampi_ygo,Master Duel,farfa-master-duel-challenger-cup-1500,512,False
1501,NA Remote Duel Extravaganza,United States,2021-06-27,Yishan McNabb,TCG,na-remote-duel-extravaganza-1501,128,True
1502,UK Remote Duel Extravaganza,United Kingdom,2021-06-06,Vladis B.,TCG,uk-remote-duel-extravaganza-1502,250,True
1503,Denmark Remote Duel Extravaganza,Denmark,2021-05-16,Tim M.,TCG,denmark-remote-duel-extravaganza-1503,200,True
1504,Remote Duel Extravaganza,United States,2021-05-23,Daniel Palchik,TCG,remote-duel-extravaganza-1504,300,True
1505,UK/IR Remote Duel Extravaganza,United Kingdom,2021-05-16,Vladis B.,TCG,uk-ir-remote-duel-extravaganza-1505,250,True
1506,19th Komachi CS,Japan,2024-03-09,ケーマリ,OCG,19th-komachi-cs-1506,37,False
1507,Moonlight Cup,Japan,2024-03-09,怒火长空,OCG,moonlight-cup-1507,35,False
1508,Xiamen Chuixue Hut,China,2024-03-09,,OCG,xiamen-chuixue-hut-1508,48,False
1509,Hangzhou Geiqu Card Opening Tournament,China,2024-03-09,灵兽,OCG,hangzhou-geiqu-card-opening-tournament-1509,64,False
1510,Qidian Card Studio's,China,2024-03-09,sheyja,OCG,qidian-card-studio-s-1510,60,False
1511,Superbrand Top deck,China,2024-03-09,,OCG,superbrand-top-deck-1511,70,False
1512,Shijiazhuang School Opening Cup,China,2024-03-10,双子赛高,OCG,shijiazhuang-school-opening-cup-1512,36,False
1513,Dragon Road OCG,China,2024-03-09,Unknown,OCG,dragon-road-ocg-1513,40,False
1514,Dual Soul,China,2024-03-09,氵氵湟,OCG,dual-soul-1514,63,False
1515,1923 CS,South Korea,2024-03-10,한 성 규,OCG,1923-cs-1515,50,False
1516,36th Ram Cup,Japan,2024-03-10,海馬しゃちょー,OCG,36th-ram-cup-1516,74,False
1517,6th Tulio CS,Japan,2024-03-09,A,OCG,6th-tulio-cs-1517,87,False
1518,Beijing Xingjiyuan,China,2024-03-09,,OCG,beijing-xingjiyuan-1518,80,False
1519,Gold Coast WCQ Regional,Australia,2024-03-16,Matthew Tong,TCG,gold-coast-wcq-regional-1519,60,True
1520,Cochabamba WCQ Regional,Bolivia,2024-03-16,Becarreza Castro,TCG,cochabamba-wcq-regional-1520,89,False
1521,Puebla WCQ Regional,Mexico,2024-03-16,Juan Daniel Juarez Nequiz,TCG,puebla-wcq-regional-1521,434,True
1522,Caruaru WCQ Regional,Brazil,2024-03-17,Danilo Conserva Leao Mendes,TCG,caruaru-wcq-regional-1522,200,True
1523,Manaus WCQ Regional,Brazil,2024-03-17,Emanuel De Araujo Costa,TCG,manaus-wcq-regional-1523,50,True
1524,Porto Alegre WCQ Regional,Brazil,2024-03-17,Joao Vitor Hahn Laux,TCG,porto-alegre-wcq-regional-1524,200,True
1525,Barranquilla WCQ Regional,Colombia,2024-03-17,Jorge Niebles,TCG,barranquilla-wcq-regional-1525,120,True
1526,Guatemala WCQ Regional,Guatemala,2024-03-17,,TCG,guatemala-wcq-regional-1526,200,True
1527,San Pedro Sula WCQ Regional,Honduras,2024-03-17,Andrik D. Ferrufino,TCG,san-pedro-sula-wcq-regional-1527,200,True
1528,Leon WCQ Regional,Mexico,2024-03-17,Diego Gomez Romero,TCG,leon-wcq-regional-1528,300,True
1529,Managua WCQ Regional,Nicaragua,2024-03-17,Edgar Garcia,TCG,managua-wcq-regional-1529,90,False
1530,Trujillo WCQ Regional,Peru,2024-03-17,César Wiese,TCG,trujillo-wcq-regional-1530,300,True
1531,Hilo WCQ Regional,United States,2024-03-16,Sean Michael Muraoka,TCG,hilo-wcq-regional-1531,60,True
1532,Goodlettsville WCQ Regional,United States,2024-03-16,Isaiah Horner,TCG,goodlettsville-wcq-regional-1532,220,True
1533,The Side Deck Remote Duel WCQ Regional,United States,2024-03-16,Jason Yuan,TCG,the-side-deck-remote-duel-wcq-regional-1533,169,False
1534,Little Rock WCQ Regional,United States,2024-03-17,Denny Ngo Vu,TCG,little-rock-wcq-regional-1534,139,False
1535,Omaha WCQ Regional,United States,2024-03-17,Bruce Menard,TCG,omaha-wcq-regional-1535,240,True
1536,South Park WCQ Regional,United States,2024-03-17,Brandon Freeman,TCG,south-park-wcq-regional-1536,350,True
